Kirk Cousins\CousKi00,MIN,31,QB,1041,5
Teddy Bridgewater\BridTe00,NOR,27,QB,849,6
Jimmy Garoppolo\GaroJi00,SFO,28,QB,920,7
Mitchell Trubisky\TrubMi00,CHI,25,QB,588,3
Mason Rudolph\RudoMa00,PIT,24,QB,646,7
Kyle Allen\AlleKy00,CAR,23,QB,674,5
Eli Manning\MannEl00,NYG,38,qb,556,2
Cam Newton\NewtCa00,CAR,30,qb,572,0
Josh Rosen\RoseJo01,MIA,22,QB,482,1
Luke Falk\FalkLu00,NYJ,25,QB,416,0
Ben Roethlisberger\RoetBe00,PIT,37,qb,351,0
Chase Daniel\DaniCh00,CHI,33,qb,426,3
Ryan Fitzpatrick\FitzRy00,MIA,37,QB,303,1
Drew Brees\BreeDr00,NOR,40,qb,408,2
Sam Darnold\DarnSa00,NYJ,22,qb,175,1
Colt McCoy\McCoCo00,WAS,33,qb,122,0
Dwayne Haskins\HaskDw00,WAS,22,,107,0
Matt Barkley\BarkMa00,BUF,29,,127,0
Devlin Hodges\HodgDe00,PIT,23,,68,0
Nick Foles\FoleNi00,JAX,30,qb,75,1
Robert Griffin\GrifRo01,BAL,29,,55,1
Trevor Siemian\SiemTr00,NYJ,28,qb,3,0
Josh McCown\McCoJo01,PHI,40,,24,0
Jaylen Samuels\SamuJa00,PIT,23,,35,0
Jarrett Stidham\StidJa00,NWE,23,,14,0
Odell Beckham\BeckOd00,CLE,27,WR,20,0
Julian Edelman\EdelJu00,NWE,33,WR,32,0
Garrett Gilbert\GilbGa01,CLE,28,,0,0
Taysom Hill\HillTa00,NOR,29,qb,18,0
DeAndre Hopkins\HopkDe00,HOU,27,WR,0,0
Alvin Kamara\KamaAl00,NOR,24,RB,13,0
Christian McCaffrey\McCaCh01,CAR,23,RB,0,0
Matt Moore\MoorMa01,KAN,35,,0,0
Dante Pettis\PettDa00,SFO,24,WR,16,0
Tyrod Taylor\TaylTy00,LAC,30,,7,0
Michael Thomas\ThomMi05,NOR,26,WR,543,3
Cooper Kupp\KuppCo00,LAR,26,WR,505,4
Austin Ekeler\EkelAu00,LAC,24,RB,356,3
Keenan Allen\AlleKe00,LAC,27,WR,470,3
Julian Edelman\EdelJu00,NWE,33,WR,449,2
Tyler Boyd\BoydTy00,CIN,25,WR,406,1
Darren Waller\WallDa01,OAK,27,TE,359,0
Austin Hooper\HoopAu00,ATL,25,TE,363,2
Evan Engram\EngrEv00,NYG,25,TE,373,2
Chris Godwin\GodwCh00,TAM,23,WR,511,6
Amari Cooper\CoopAm00,DAL,25,WR,512,5
DeAndre Hopkins\HopkDe00,HOU,27,WR,347,2
Christian McCaffrey\McCaCh01,CAR,23,RB,279,1
Allen Robinson\RobiAl02,CHI,26,WR,377,2
James White\WhitJa02,NWE,27,,224,1
Robert Woods\WoodRo02,LAR,27,WR,355,0
Tyler Lockett\LockTy00,SEA,27,WR,379,3
Zach Ertz\ErtzZa00,PHI,29,TE,312,1
Larry Fitzgerald\FitzLa00,ARI,36,WR,358,2
Mohamed Sanu\SanuMo00,ATL,30,WR,281,1
Mark Andrews\AndrMa00,BAL,23,te,311,3
John Brown\BrowJo02,BUF,29,WR,390,1
Will Fuller\FullWi01,HOU,25,WR,400,3
Travis Kelce\KelcTr00,KAN,30,TE,439,1
Cole Beasley\BeasCo00,BUF,30,WR,267,0
Le'Veon Bell\BellLe00,NYJ,27,RB,166,1
DJ Chark\CharDJ00,JAX,23,WR,485,5
Julio Jones\JoneJu02,ATL,30,WR,359,4
Alvin Kamara\KamaAl00,NOR,24,RB,241,1
D.J. Moore\MoorD.00,CAR,22,WR,352,1
Courtland Sutton\SuttCo00,DEN,24,WR,401,3
Davante Adams\AdamDa01,GNB,27,WR,378,0
Sterling Shepard\ShepSt00,NYG,26,WR,267,1
Chris Thompson\ThomCh03,WAS,29,,268,0
T.Y. Hilton\HiltT.00,IND,30,WR,232,4
David Johnson\JohnDa08,ARI,28,RB,247,2
Christian Kirk\KirkCh01,ARI,23,WR,242,0
Emmanuel Sanders\SandEm00,DEN,32,WR,307,2
JuJu Smith-Schuster\SmitJu00,PIT,23,WR,333,2
Odell Beckham\BeckOd00,CLE,27,WR,335,1
Will Dissly\DissWi00,SEA,23,TE,262,4
George Kittle\KittGe00,SFO,26,TE,235,1
Sammy Watkins\WatkSa00,KAN,26,WR,365,3
Dede Westbrook\WestDe00,JAX,26,WR,227,1
Jamison Crowder\CrowJa00,NYJ,26,WR,174,0
Devonta Freeman\FreeDe00,ATL,27,RB,173,1
Jarvis Landry\LandJa00,CLE,27,WR,403,0
Marquise Brown\BrowMa04,BAL,22,WR,326,3
Dalvin Cook\CookDa01,MIN,24,RB,200,0
Calvin Ridley\RidlCa00,ATL,25,WR,295,3
Tarik Cohen\CoheTa00,CHI,24,RB,128,1
Brandin Cooks\CookBr00,LAR,26,WR,325,1
Leonard Fournette\FourLe00,JAX,24,RB,143,0
Michael Gallup\GallMi00,DAL,23,wr,339,1
Josh Gordon\GordJo02,NWE,28,WR,287,1
Paul Richardson\RichPa01,WAS,27,WR,163,2
Adam Thielen\ThieAd00,MIN,29,WR,309,4
Nelson Agholor\AghoNe00,PHI,26,WR,188,3
James Conner\ConnJa00,PIT,24,RB,153,1
Kenny Golladay\GollKe00,DET,26,WR,243,4
Aaron Jones\JoneAa00,GNB,25,RB,150,0
Terry McLaurin\McLaTe00,WAS,23,WR,308,3
Curtis Samuel\SamuCu00,CAR,23,WR,227,1
Mike Evans\EvanMi00,TAM,26,WR,368,4
Gerald Everett\EverGe00,LAR,25,te,223,1
Nyheim Hines\HineNy00,IND,23,rb,120,0
Diontae Johnson\JohnDi01,PIT,23,WR,198,2
Marvin Jones\JoneMa02,DET,29,WR,277,1
Greg Olsen\OlseGr00,CAR,34,TE,226,2
Trey Quinn\QuinTr00,WAS,24,WR,127,1
Delanie Walker\WalkHu00,TEN,35,TE,172,2
Randall Cobb\CobbRa00,DAL,29,wr,210,1
Phillip Lindsay\LindPh00,DEN,25,RB,142,0
Demarcus Robinson\RobiDe01,KAN,25,WR,281,3
Marquez Valdes-Scantling\ValdMa00,GNB,25,WR,235,1
Tyrell Williams\WillTy00,OAK,27,WR,216,4
Jason Witten\WittJa00,DAL,37,TE,173,2
Stefon Diggs\DiggSt00,MIN,26,WR,253,1
Royce Freeman\FreeRo00,DEN,23,,103,0
John Ross\RossJo00,CIN,25,WR,328,3
Chris Carson\CarsCh00,SEA,25,RB,105,2
Nick Chubb\ChubNi00,CLE,24,RB,111,0
Phillip Dorsett\DorsPh00,NWE,26,,197,3
Adam Humphries\HumpAd00,TEN,26,wr,142,0
Preston Williams\WillPr01,MIA,22,WR,201,1
Rex Burkhead\BurkRe00,NWE,29,rb,117,0
Chris Conley\ConlCh00,JAX,27,WR,243,1
Jack Doyle\DoylJa00,IND,29,TE,128,1
Ted Ginn\GinnTe00,NOR,34,WR,170,1
Todd Gurley\GurlTo01,LAR,25,RB,68,0
Alshon Jeffery\JeffAl00,PHI,29,WR,139,2
KeeSean Johnson\JohnKe07,ARI,23,wr,131,0
James O'Shaughnessy\O'ShJa00,JAX,27,TE,153,2
Auden Tate\TateAu00,CIN,22,WR,170,1
Mike Williams\WillMi07,LAC,25,WR,231,0
Corey Davis\DaviCo03,TEN,24,WR,201,1
Kenyan Drake\DrakKe00,MIA,25,RB,107,0
Tyler Eifert\EifeTy00,CIN,29,te,95,1
Ezekiel Elliott\ElliEz00,DAL,24,RB,92,0
Tyler Higbee\HigbTy00,LAR,26,TE,129,1
Vance McDonald\McDoVa00,PIT,29,TE,122,2
Dare Ogunbowale\OgunDa00,TAM,25,,108,0
Jaylen Samuels\SamuJa00,PIT,23,,83,0
Giovani Bernard\BernGi00,CIN,28,,88,0
A.J. Brown\BrowAJ00,TEN,22,WR,250,2
Damiere Byrd\ByrdDa00,ARI,26,WR,96,0
Jared Cook\CookJa02,NOR,32,TE,131,1
Noah Fant\FantNo00,DEN,22,TE,136,1
Bennie Fowler\FowlBe00,NYG,28,wr,99,0
Jimmy Graham\GrahJi00,GNB,33,te,132,2
Mecole Hardman\HardMe00,KAN,21,wr,246,2
Hayden Hurst\HursHa00,BAL,26,te,127,1
D.K. Metcalf\MetcDK00,SEA,22,WR,267,2
Joe Mixon\MixoJo00,CIN,23,RB,68,1
Hunter Renfrow\RenfHu00,OAK,24,wr,101,0
Deebo Samuel\SamuDe00,SFO,23,WR,150,1
Darius Slayton\SlayDa01,NYG,22,wr,189,1
Willie Snead\SneaWi00,BAL,27,WR,205,2
Geoff Swaim\SwaiGe00,JAX,26,te,60,0
Damien Williams\WillDa05,KAN,27,RB,102,0
Danny Amendola\AmenDa00,DET,34,WR,141,1
Robby Anderson\AndeRo04,NYJ,26,WR,131,0
Saquon Barkley\BarkSa00,NYG,22,RB,74,0
Trey Burton\BurtTr01,CHI,28,TE,57,0
T.J. Hockenson\HockTJ00,DET,22,TE,166,2
O.J. Howard\HowaO.00,TAM,25,TE,141,0
Dion Lewis\LewiDi00,TEN,29,,41,0
LeSean McCoy\McCoLe01,KAN,31,rb,94,1
Ito Smith\SmitIt00,ATL,24,,87,0
Kenny Stills\StilKe00,HOU,27,,188,1
Jarius Wright\WrigJa02,CAR,30,wr,132,0
Jordan Akins\AkinJo00,HOU,27,te,157,2
Geronimo Allison\AlliGe01,GNB,25,wr,104,2
Cameron Brate\BratCa00,TAM,28,te,72,1
Parris Campbell\CampPa00,IND,22,wr,62,1
Vernon Davis\DaviVe00,WAS,35,te,123,1
Rhett Ellison\ElliRh00,NYG,31,TE,76,0
Mack Hollins\HollMa00,PHI,26,wr,125,0
Dawson Knox\KnoxDa00,BUF,23,te,156,1
Foster Moreau\MoreFo00,OAK,22,te,97,1
DeVante Parker\ParkDe01,MIA,26,WR,201,1
Miles Sanders\SandMi01,PHI,22,RB,133,0
T.J. Yeldon\YeldT.00,BUF,26,,100,0
Nick Boyle\BoylNi00,BAL,26,TE,107,0
Eric Ebron\EbroEr00,IND,26,te,136,2
Darren Fells\FellDa01,HOU,33,TE,90,3
Taylor Gabriel\GabrTa00,CHI,28,wr,110,3
Wayne Gallman\GallWa00,NYG,25,rb,79,1
Marquise Goodwin\GoodMa00,SFO,29,WR,166,1
Jakeem Grant\GranJa00,MIA,27,wr,52,0
Mark Ingram\IngrMa01,BAL,30,RB,67,0
Duke Johnson\JohnDu00,HOU,26,,85,0
David Montgomery\MontDa01,CHI,22,RB,72,0
Golden Tate\TateGo00,NYG,31,wr,115,1
James Washington\WashJa00,PIT,23,WR,140,0
Damion Willis\WillDa11,CIN,22,wr,82,0
Jaron Brown\BrowJa03,SEA,29,WR,116,0
Josh Hill\HillJo02,NOR,29,TE,70,0
Dontrelle Inman\InmaDo00,LAC,30,wr,132,0
DeSean Jackson\JackDe00,PHI,33,wr,154,2
Blake Jarwin\JarwBl00,DAL,25,te,113,1
Olabisi Johnson\JohnOl00,MIN,22,,78,0
Jakobi Meyers\MeyeJa01,NWE,23,,120,0
Anthony Miller\MillAn02,CHI,25,,80,0
Byron Pringle\PrinBy00,KAN,26,,123,1
C.J. Prosise\ProsC.00,SEA,25,,51,0
Damion Ratley\RatlDa00,CLE,24,wr,103,0
Jalen Richard\RichJa01,OAK,26,,35,0
Darrel Williams\WillDa10,KAN,24,,90,0
Jamaal Williams\WillJa06,GNB,24,rb,55,1
Alex Erickson\EricAl01,CIN,27,,62,0
DaeSean Hamilton\HamiDa01,DEN,24,,77,0
Jeff Heuerman\HeueJe00,DEN,27,TE,67,0
Kerryon Johnson\JohnKe06,DET,22,RB,99,1
Zay Jones\JoneZa00,BUF,24,wr,69,0
Marcedes Lewis\LewiMa00,GNB,35,TE,69,0
Marlon Mack\MackMa00,IND,23,RB,42,0
Zach Pascal\PascZa00,IND,25,WR,133,1
Seth Roberts\RobeSe00,BAL,28,,83,0
Adam Shaheen\ShahAd00,CHI,25,te,50,0
Jeremy Sprinkle\SpriJe00,WAS,25,TE,75,0
Ryan Switzer\SwitRy00,PIT,25,,29,0
DeAndre Washington\WashDe00,OAK,26,,53,0
Peyton Barber\BarbPe01,TAM,25,RB,25,0
Matt Breida\BreiMa00,SFO,24,RB,46,1
Keke Coutee\CoutKe00,HOU,22,WR,90,0
Mike Davis\DaviMi01,CHI,26,rb,17,0
Chase Edmonds\EdmoCh00,ARI,23,rb,43,0
Mike Gesicki\GesiMi00,MIA,24,te,51,0
Frank Gore\GoreFr00,BUF,36,RB,37,0
Justin Hardy\HardJu00,ATL,28,,52,0
Jordan Howard\HowaJo00,PHI,25,,47,1
Ryan Izzo\IzzoRy00,NWE,24,TE,114,1
Justin Jackson\JackJu01,LAC,24,,13,0
Josh Jacobs\JacoJo01,OAK,21,RB,77,0
D'Ernest Johnson\JohnDE04,CLE,23,,71,0
Kyle Juszczyk\JuszKy00,SFO,28,RB,76,0
Cody Latimer\LatiCo00,NYG,27,WR,104,0
Latavius Murray\MurrLa00,NOR,29,rb,32,0
Dante Pettis\PettDa00,SFO,24,WR,38,1
Chester Rogers\RogeCh02,IND,25,wr,72,1
Kyle Rudolph\RudoKy00,MIN,30,TE,36,0
C.J. Uzomah\UzomC.00,CIN,26,TE,82,0
Nick Vannett\VannNi00,2TM,26,,66,0
Travis Benjamin\BenjTr00,LAC,30,wr,30,0
Brandon Bolden\BoldBr00,NWE,29,rb,72,1
Kendrick Bourne\BourKe00,SFO,24,,59,0
Miles Boykin\BoykMi00,BAL,23,WR,48,2
Derek Carrier\CarrDe00,OAK,29,te,55,0
Charles Clay\ClayCh00,ARI,30,te,50,0
Trevor Davis\DaviTr03,2TM,26,,70,0
Dallas Goedert\GoedDa00,PHI,24,te,43,1
Ryan Griffin\GrifRy00,NYJ,29,TE,17,0
C.J. Ham\HamxC.00,MIN,26,FB,9,0
Kelvin Harmon\HarmKe00,WAS,23,wr,49,0
Derrick Henry\HenrDe00,TEN,25,RB,97,1
Carlos Hyde\HydeCa00,HOU,29,RB,8,0
Jesse James\JameJe00,DET,25,TE,46,0
Ronald Jones\JoneRo01,TAM,22,,92,0
Isaiah McKenzie\McKeIs00,BUF,24,,101,1
Sony Michel\MichSo00,NWE,24,RB,59,0
Tajae Sharpe\SharTa00,TEN,25,wr,106,0
Steven Sims\SimsSt00,WAS,22,,28,0
Devin Singletary\SingDe00,BUF,22,rb,28,0
Devin Smith\SmitDe04,DAL,27,wr,113,1
Jonnu Smith\SmitJo01,TEN,24,TE,89,0
Tre'Quan Smith\SmitTr03,NOR,23,wr,75,1
Irv Smith Jr.\SmitIr01,MIN,21,te,64,0
